"('mid',)","('parentMid',)","('seasonNumber',)","('episodeNumber',)"
tt4870332,tt1830617,5,2
tt4870432,tt3232262,1,32
tt4870456,tt3232262,1,33
tt4870472,tt3232262,1,34
tt4870474,tt3232262,1,35
tt4870498,tt2100976,4,14
tt4870500,tt2100976,4,15
tt4870502,tt2100976,4,16
tt4870618,tt2402061,2,12
tt4871158,tt1610527,6,1
tt4871160,tt1610527,6,4
tt4871756,tt4532368,1,7
tt4871764,tt2364582,3,19
tt4871964,tt0386950,3,0
tt4872110,tt4855114,1,1
tt4873180,tt1846197,5,3
tt4873928,tt4108134,1,4
tt4874096,tt4836846,1,1
tt4874098,tt4836846,1,2
tt4874112,tt4836846,1,3
tt4874136,tt4836846,1,4
tt4874346,tt3747572,2,6
tt4874380,tt3502262,2,5
tt4874650,tt4574736,1,1
tt4874658,tt4574736,1,2
tt4874664,tt4574736,1,3
tt4874666,tt4531728,1,1
tt4875502,tt4869896,1,1
tt4875526,tt4869896,1,2
tt4875848,tt3061830,2,7
tt4876930,tt2396135,3,6
tt4877018,tt4836846,1,5
tt4877048,tt4836846,1,6
tt4877074,tt4836846,1,7
tt4877138,tt4836846,1,8
tt4877312,tt4651824,1,0
tt4877412,tt2364582,3,20
tt4877414,tt4532368,1,8
tt4878054,tt0988818,4,17
tt4879056,tt2647544,3,13
tt4879060,tt2647544,3,14
tt4879062,tt2647544,3,16
tt4879064,tt2647544,3,15
tt4879070,tt2647544,3,17
tt4879166,tt0085106,1,2
tt4879170,tt0085106,1,1
tt4880426,tt2396135,3,2
tt4880428,tt2396135,3,3
tt4880436,tt2402137,2,2
tt4880444,tt2402137,2,6
tt4880532,tt0115147,20,142
tt4880612,tt4522400,1,9
tt4881332,tt2303687,3,1
tt4881336,tt2303687,3,2
tt4881556,tt1586680,6,3
tt4882458,tt1981558,5,5
tt4882460,tt1981558,5,6
tt4882464,tt1981558,5,7
tt4882536,tt3514324,2,3
tt4883704,tt4179452,1,1
tt4883706,tt4179452,1,2
tt4883710,tt4179452,1,3
tt4883712,tt4179452,1,5
tt4883714,tt4179452,1,4
tt4883716,tt4179452,1,6
tt4883792,tt1740299,1,9
tt4883818,tt2364582,3,21
tt4884076,tt4816058,2,2
tt4884078,tt4816058,2,3
tt4884082,tt4816058,2,4
tt4884084,tt4816058,2,5
tt4884086,tt4816058,2,6
tt4884088,tt4816058,2,8
tt4884090,tt4816058,2,9
tt4884092,tt4816058,2,10
tt4884094,tt4816058,2,7
tt4884096,tt4816058,2,11
tt4884106,tt4816058,2,12
tt4884110,tt4816058,2,13
tt4884256,tt4520906,1,6
tt4884258,tt4520906,1,7
tt4884260,tt4520906,1,10
tt4884264,tt4520906,1,11
tt4884268,tt4520906,1,12
tt4884554,tt4452630,1,2
tt4884838,tt4816058,1,3
tt4884850,tt4816058,3,1
tt4884854,tt4816058,3,2
tt4884860,tt4816058,3,4
tt4884862,tt4699982,1,3
tt4884864,tt4816058,3,5
tt4884872,tt4816058,3,6
tt4884874,tt4816058,3,7
tt4884880,tt4816058,3,8
tt4884882,tt4816058,3,9
tt4884884,tt4816058,3,10
tt4884888,tt4816058,3,11
tt4884894,tt4816058,3,12
tt4885186,tt4789300,1,2
tt4885302,tt2396135,3,4
tt4885306,tt2396135,3,5
tt4886606,tt3501074,2,2
tt4887318,tt3609352,2,2
tt4887320,tt3609352,2,3
tt4887838,tt0988818,1,85
tt4888226,tt4396862,1,2
tt4888230,tt4396862,1,5
tt4888234,tt4396862,1,4
tt4888236,tt4396862,1,7
tt4888238,tt4396862,1,3
tt4888240,tt4396862,1,6
tt4888244,tt4396862,1,9
tt4888246,tt4396862,1,10
tt4888248,tt4396862,1,8
tt4888252,tt4396862,2,1
tt4888254,tt4396862,2,2
tt4888256,tt4396862,2,3
tt4888386,tt4733278,1,1
tt4888836,tt3488298,2,2
tt4888840,tt4307902,1,2
tt4888846,tt4145054,1,7
tt4889058,tt2189221,3,12
tt4889188,tt3530232,2,23
tt4889278,tt2100976,4,17
tt4891224,tt2402137,2,3
tt4891226,tt2402137,2,7
tt4891228,tt2402137,2,8
tt4891230,tt2402137,2,9
tt4892774,tt4733278,1,2
tt4893032,tt4307902,1,3
tt4893038,tt4307902,1,4
tt4893084,tt2188671,4,2
tt4893110,tt0452046,11,2
tt4893118,tt0452046,11,3
tt4893268,tt0397306,11,18
tt4894058,tt3816666,2,3
tt4896050,tt3398228,3,1
tt4896102,tt2710394,3,3
tt4896124,tt4667888,1,1
tt4896256,tt4733278,1,3
tt4896342,tt4676574,1,3
tt4896630,tt3187578,2,2
tt4897130,tt3743822,2,2
tt4897504,tt1230180,9,3
tt4897554,tt3655448,1,1
tt4897556,tt3655448,1,2
tt4897560,tt3655448,1,3
tt4897562,tt3655448,1,4
tt4897564,tt3655448,1,5
tt4897566,tt3655448,1,6
tt4897572,tt3655448,1,7
tt4897574,tt3655448,1,8
tt4897602,tt3579018,1,1
tt4897604,tt3579018,1,2
tt4897608,tt3579018,1,3
tt4897612,tt3579018,1,4
tt4897616,tt3579018,1,5
tt4897624,tt3579018,1,6
tt4897628,tt3579018,1,7
tt4897632,tt3579018,1,8
tt4897638,tt3579018,1,9
tt4897640,tt3579018,1,10
tt4898748,tt2188671,4,3
tt4899488,tt0988824,1,424
tt4899502,tt0988818,4,18
tt4899778,tt3107288,2,11
tt4899794,tt2364582,3,22
tt4899930,tt4532368,1,9
tt4900122,tt4839610,1,1
tt4900126,tt4839610,1,2
tt4900128,tt4839610,1,3
tt4900132,tt4839610,1,4
tt4900140,tt4839610,1,5
tt4900142,tt4839610,1,6
tt4900428,tt4658330,1,1
tt4901088,tt4158110,2,1
tt4901402,tt2215842,4,2
tt4901676,tt2393813,3,13
tt4902452,tt2768802,3,3
tt4903278,tt1830617,5,3
tt4903290,tt1830617,5,4
tt4904270,tt4136774,2,9
tt4904308,tt4136774,2,10
tt4904352,tt4136774,2,11
tt4904442,tt4136774,2,12
tt4904462,tt4136774,2,13
tt4904526,tt1843678,5,1
tt4905618,tt1710308,7,2
tt4905626,tt1632701,5,8
tt4905796,tt2297757,3,1
tt4906428,tt2375692,4,1
tt4906664,tt2891574,2,1
tt4906720,tt3560060,2,2
tt4908176,tt1843230,5,10
tt4909036,tt2805096,3,2
tt4909774,tt2543328,3,1
tt4910050,tt4209256,1,6
tt4910054,tt4209256,1,7
tt4910560,tt4677934,1,3
tt4910788,tt4733278,1,4
tt4910792,tt4733278,1,5
tt4910800,tt4733278,1,7
tt4910802,tt4733278,1,6
tt4910804,tt4733278,1,8
tt4911026,tt4905554,1,1
tt4911030,tt4905554,1,2
tt4911036,tt4905554,1,3
tt4911042,tt4905554,1,4
tt4911044,tt4905554,1,6
tt4911746,tt4853764,1,1
tt4911750,tt4853764,1,2
tt4911760,tt4853764,1,3
tt4911948,tt4345650,1,1
tt4912016,tt4345650,1,2
tt4912028,tt4643084,1,1
tt4912030,tt4643084,1,2
tt4912576,tt2189221,3,10
tt4913006,tt2632424,3,14
tt4913008,tt2632424,3,16
tt4913010,tt2632424,3,15
tt4913012,tt2632424,3,13
tt4913018,tt2632424,3,17
tt4913030,tt2632424,3,22
tt4913032,tt2632424,3,21
tt4913038,tt2632424,3,20
tt4913040,tt2632424,3,19
tt4913042,tt2632424,3,18
tt4914284,tt3530232,2,24
tt4914354,tt3292726,1,9
tt4916180,tt0203259,17,6
tt4916994,tt5574490,1,1
tt4917094,tt4816626,1,1
tt4917100,tt4816626,1,4
tt4917102,tt4816626,1,7
tt4917104,tt4816626,1,9
tt4917106,tt4816626,1,10
tt4917112,tt4816626,1,11
tt4917116,tt4816626,1,12
tt4917582,tt4254242,1,1
tt4917630,tt4224588,1,3
tt4918070,tt0806910,1,977
tt4918600,tt0115355,19,3
tt4919384,tt1595859,6,3
tt4919664,tt4903242,1,1
tt4919842,tt1740299,1,10
tt4920092,tt0452046,11,4
tt4921094,tt4903242,1,6
tt4921524,tt0460627,11,5
tt4921876,tt4680240,1,1
tt4923076,tt4452630,1,3
tt4923708,tt1710308,7,4
tt4923722,tt1632701,5,9
tt4923908,tt3205802,2,2
tt4924092,tt4903242,1,3
tt4924114,tt4903242,1,7
tt4924122,tt4903242,1,4
tt4924138,tt4903242,1,5
tt4924544,tt0988818,4,19
tt4924614,tt4917066,1,1
tt4924626,tt4917066,1,2
tt4924636,tt4917066,1,3
tt4924642,tt4917066,1,4
tt4924694,tt3516878,2,2
tt4924708,tt3488298,2,3
tt4924940,tt4839610,1,7
tt4925052,tt4474344,1,2
tt4925060,tt4474344,1,3
tt4925064,tt4474344,1,4
tt4925104,tt4474344,1,5
tt4925112,tt4474344,1,6
tt4925440,tt1830617,5,5
tt4926014,tt2654620,3,10
tt4926016,tt4209256,1,8
tt4926018,tt2188671,4,10
tt4926022,tt4209256,1,9
tt4926974,tt2703720,2,1
tt4926976,tt2703720,2,2
tt4926978,tt2703720,2,3
tt4926982,tt2703720,2,4
tt4926984,tt2703720,2,5
tt4926986,tt2703720,2,6
tt4926990,tt2703720,2,7
tt4926994,tt2703720,2,8
tt4927006,tt2703720,2,9
tt4927016,tt2703720,2,10
tt4927020,tt2703720,2,11
tt4927030,tt2703720,2,12
tt4927032,tt2703720,2,13
tt4927052,tt4422836,1,1
tt4927308,tt0388629,1,705
tt4927314,tt0388629,1,706
tt4927318,tt0388629,1,707
tt4927320,tt0388629,1,708
tt4928274,tt4145054,1,4
tt4928276,tt4145054,1,5
tt4928280,tt4145054,1,6
tt4928536,tt3501074,2,6
tt4929448,tt3061046,2,11
tt4929454,tt3061046,2,12
tt4929610,tt0115147,21,1
tt4929774,tt3502262,2,6
tt4930182,tt2543796,2,20
tt4930184,tt2543796,2,21
tt4930186,tt2543796,2,30
tt4930670,tt3530232,2,25
tt4930682,tt3843168,2,9
tt4930690,tt3843168,2,10
tt4930696,tt3843168,2,11
tt4930790,tt4644488,1,6
tt4930952,tt3597912,2,5
tt4930970,tt3597912,2,6
tt4931170,tt3597912,2,4
tt4932170,tt3502262,2,7
tt4932174,tt3502262,2,8
tt4932180,tt3502262,2,9
tt4932378,tt4052886,1,1
tt4932416,tt3488298,2,4
tt4932662,tt4532368,1,10
tt4932812,tt2189221,3,11
tt4932900,tt0096697,27,11
tt4933242,tt0297494,11,8
tt4933428,tt2712612,3,3
tt4933782,tt13174748,1,2
tt4934008,tt4465368,1,2
tt4934372,tt4179452,1,8
tt4934618,tt0115355,19,5
tt4934630,tt0115355,19,6
tt4934684,tt2183641,5,1
tt4935060,tt4680240,1,2
tt4935098,tt2402061,2,10
tt4935386,tt4384086,1,1
tt4935616,tt3322312,2,3
tt4936036,tt3566726,2,5
tt4936528,tt2375720,4,1
tt4937116,tt3514324,2,2
tt4937254,tt2249007,4,12
tt4937404,tt3973820,1,2
tt4937444,tt4716466,1,1
tt4938404,tt4452630,1,1
tt4938410,tt1632701,5,10
tt4938444,tt3061046,2,13
tt4938450,tt3061046,2,14
tt4938690,tt0898266,9,2
tt4938792,tt1865718,2,15
tt4938796,tt1865718,2,16
tt4938932,tt0364845,13,1
tt4938976,tt0988818,4,20
tt4940096,tt4145054,1,8
tt4940098,tt4145054,1,9
tt4940742,tt3501074,2,4
tt4941398,tt1942683,4,3
tt4941406,tt1319735,8,7
tt4941520,tt2741602,3,2
tt4941872,tt0452046,11,5
tt4941946,tt1442437,7,2
tt4942126,tt0436992,,
tt4942130,tt0436992,,
tt4942622,tt1981558,5,8
tt4943588,tt2372162,4,4
tt4943628,tt4677934,1,1
tt4944036,tt4474310,1,2
tt4944278,tt1845307,5,2
tt4944380,tt4016454,1,5
tt4945422,tt4574736,1,7
tt4945554,tt2100976,4,18
tt4945558,tt2100976,4,19
tt4945650,tt4677934,1,6
tt4946116,tt4925000,1,1
tt4946586,tt4015216,2,2
tt4946894,tt0988824,1,425
tt4946900,tt0988824,1,426
tt4946906,tt0988824,1,429
tt4946980,tt2758770,1,12
tt4946984,tt2758770,1,13
tt4947652,tt4229954,1,2
tt4947664,tt3322312,2,4
tt4947682,tt3499120,1,3
tt4948016,tt3530232,2,26
tt4948240,tt4939950,1,1
tt4948284,tt4939950,1,3
tt4948292,tt4939950,1,2
tt4948454,tt4939950,1,4
tt4948460,tt4939950,1,5
tt4948862,tt3597912,2,7
tt4948868,tt3597912,2,9
tt4948870,tt3597912,2,8
tt4948874,tt3597912,2,10
tt4948974,tt3187578,2,4
tt4949018,tt1856010,4,5
tt4949028,tt1856010,4,6
tt4949298,tt4532368,1,11
tt4949488,tt1780441,6,8
tt4949814,tt3293184,1,33
tt4949820,tt3293184,1,34
tt4949830,tt3293184,1,35
tt4949832,tt3293184,1,36
tt4949838,tt3293184,1,37
tt4950176,tt4934214,1,1
tt4950186,tt4450826,1,2
tt4950200,tt4934214,1,2
tt4950210,tt4934214,1,3
tt4950308,tt3322312,2,5
tt4950310,tt3322312,2,7
tt4950312,tt3322312,2,6
tt4950314,tt3322312,2,9
tt4950318,tt3322312,2,10
tt4950320,tt3322312,2,12
tt4950322,tt3322312,2,11
tt4950324,tt3322312,2,13
tt4950326,tt3322312,2,8
tt4952094,tt0806910,1,954
tt4952122,tt0072562,41,1
tt4952126,tt0072562,41,2
tt4952130,tt0072562,41,3
tt4952458,tt0460627,11,2
tt4952550,tt1091909,9,10
tt4952730,tt3337194,2,7
tt4952746,tt4532368,1,13
tt4952748,tt4532368,1,14
tt4952750,tt4532368,1,12
tt4952752,tt4532368,1,15
tt4952842,tt4052886,1,4
tt4952846,tt4052886,1,5
tt4952848,tt4052886,1,2
tt4952850,tt4052886,1,7
tt4952852,tt4052886,1,3
tt4952854,tt4052886,1,8
tt4952856,tt4052886,1,9
tt4952858,tt4052886,1,6
tt4952862,tt4052886,1,10
tt4952864,tt4052886,1,12
tt4952866,tt4052886,1,11
tt4952868,tt4052886,1,13
tt4953226,tt4658330,1,2
tt4955196,tt4384086,1,3
tt4955198,tt3560084,2,4
tt4955212,tt1219024,8,4
tt4955274,tt4016454,1,10
tt4955276,tt4016454,1,12
tt4955278,tt4016454,1,8
tt4955280,tt4016454,1,4
tt4955282,tt4016454,1,6
tt4955284,tt4016454,1,7
tt4955286,tt4016454,1,9
tt4955288,tt4016454,1,11
tt4955396,tt3609352,2,4
tt4955404,tt3609352,2,5
tt4955446,tt2100976,4,20
tt4955582,tt4644488,1,7
tt4955648,tt8509922,1,1
tt4955744,tt1600194,6,3
tt4955848,tt1600194,6,4
tt4955850,tt2372162,4,6
tt4955856,tt1635327,8,35
tt4955872,tt3560084,2,2
tt4955924,tt4903242,1,2
tt4956028,tt2543796,2,15
tt4956136,tt4934214,1,4
tt4956234,tt3560060,2,4
tt4956394,tt4644488,1,8
tt4956398,tt4644488,1,9
tt4956868,tt1378167,7,3
tt4957162,tt2660806,3,3
tt4957286,tt4863504,1,1
tt4957448,tt0874608,9,3
tt4957472,tt0874608,9,4
tt4957478,tt3186130,1,9
tt4957484,tt3186130,1,10
tt4957806,tt4094300,1,2
tt4957948,tt3747572,2,2
tt4957952,tt3747572,2,5
tt4957956,tt3747572,2,3
tt4957958,tt3747572,2,4
tt4958504,tt1936532,4,19
tt4958508,tt1936532,4,20
tt4958514,tt1936532,4,21
tt4958518,tt1936532,4,22
tt4958528,tt1936532,4,23
tt4958578,tt0988818,4,21
tt4959238,tt0874608,9,5
tt4959290,tt0874608,9,6
tt4959422,tt3514324,2,4
tt4959424,tt3514324,2,5
tt4959496,tt4465472,1,4
tt4959558,tt1442462,7,4
tt4959728,tt3973820,1,10
tt4959736,tt3920596,1,3
tt4959740,tt3920596,1,4
tt4959742,tt3920596,1,5
tt4959800,tt3743822,2,15
tt4960474,tt0207275,1,10
tt4960766,tt1942683,3,38
tt4960914,tt4474310,1,3
tt4961454,tt4450826,1,1
tt4961460,tt4450826,1,3
tt4961652,tt4719744,1,2
tt4961654,tt4719744,1,3
tt4962286,tt2191671,4,4
tt4962326,tt0898266,9,3
tt4962758,tt3501584,2,2
tt4963140,tt0988824,1,427
tt4963144,tt0988824,1,428
tt4963176,tt4481322,1,2
tt4963302,tt4839610,1,9
tt4963518,tt3551096,2,2
tt4964708,tt3187578,2,3
tt4964764,tt2372162,4,5
tt4965702,tt2193041,4,4
tt4965862,tt1877889,4,1
tt4965878,tt1877889,4,10
tt4966312,tt1219024,8,3
tt4966752,tt0806901,44,4
tt4966852,tt1942683,4,4
tt4967064,tt2189221,3,13
tt4967110,tt4422836,1,5
tt4967362,tt3501074,2,3
tt4967370,tt3501074,2,5
tt4967378,tt3501074,2,7
tt4967384,tt2177489,5,2
tt4967418,tt4450826,1,4
tt4967800,tt4176370,1,0
tt4968322,tt3530232,2,27
tt4968330,tt3530232,2,28
tt4968872,tt4122068,2,1
tt4969054,tt4903242,1,8
tt4970118,tt4903242,1,9
tt4970480,tt2712740,3,2
tt4970856,tt4934214,1,5
tt4970874,tt4839610,1,8
tt4971010,tt3609352,2,6
tt4971028,tt2100976,4,21
tt4971030,tt2100976,4,23
tt4971190,tt3560060,2,3
tt4971222,tt3843168,2,12
tt4971230,tt3843168,2,13
tt4971410,tt4465472,1,5
tt4971648,tt0379623,13,1
tt4972094,tt1600194,6,2
tt4972258,tt4465472,1,2
tt4972270,tt4465472,1,3
tt4972356,tt1595859,6,4
tt4972648,tt1600194,6,1
tt4972814,tt2262532,3,11
tt4973504,tt0806910,1,957
tt4973512,tt0806910,1,959
tt4973528,tt0806910,1,962
tt4973538,tt0806910,1,965
tt4973542,tt0806910,1,960
tt4973550,tt0806910,1,968
tt4973578,tt0988818,4,22
tt4973580,tt0988818,4,24
tt4973582,tt0988818,4,23
tt4973586,tt0988818,4,25
tt4973614,tt0408381,7,2
tt4973664,tt2375720,4,2
tt4973666,tt2375720,4,3
tt4973668,tt2375720,4,4
tt4973670,tt2375720,4,5
tt4973672,tt2375720,4,6
tt4973674,tt2375720,4,7
tt4973676,tt2375720,4,8
tt4974166,tt4452630,1,4
tt4974620,tt2710394,3,4
tt4974868,tt1942683,4,6
tt4975154,tt4522400,1,10
tt4975532,tt4474310,1,5
tt4975582,tt4364202,1,8
tt4976026,tt4450826,1,6
tt4976070,tt4839610,1,10
tt4976114,tt2193041,4,6
tt4976130,tt3738872,1,1
tt4976132,tt3738872,1,2
tt4976372,tt4254242,1,2
tt4976402,tt4254242,1,3
tt4976436,tt4254242,1,4
tt4977284,tt1981558,5,10
tt4977552,tt2262532,3,12
tt4977572,tt4839610,1,11
tt4977638,tt4917066,1,5
tt4977640,tt4917066,1,6
tt4977642,tt4917066,1,8
tt4977644,tt4917066,1,7
tt4977670,tt2191671,4,3
tt4977698,tt0408381,7,3
tt4977902,tt1843678,5,2
tt4977910,tt1843678,5,3
tt4978614,tt1942683,4,5
tt4978820,tt2543796,2,29
tt4978828,tt2771780,2,42
tt4978904,tt2771780,2,43
tt4978924,tt2771780,2,44
tt4978956,tt2100976,4,22
tt4978958,tt2100976,4,24
tt4978990,tt2771780,2,46
tt4979002,tt2771780,2,47
tt4979006,tt2771780,2,48
tt4979162,tt2771780,2,49
tt4979186,tt2543796,2,27
tt4979188,tt2771780,2,50
tt4979196,tt2543796,2,25
tt4979212,tt2771780,2,51
tt4979234,tt2771780,2,52
tt4979260,tt2771780,3,1
tt4979272,tt2771780,3,2
tt4979288,tt2771780,3,3
tt4979310,tt2771780,3,4
tt4979326,tt2771780,3,5
tt4980038,tt1922746,,
tt4980394,tt0206512,9,13
tt4980444,tt4450826,1,5
tt4980472,tt0206512,9,14
tt4981096,tt4971144,1,4
tt4981098,tt4971144,1,2
tt4981100,tt4971144,1,3
tt4981102,tt4971144,1,1
tt4981106,tt4971144,1,5
tt4981114,tt4971144,1,6
tt4981116,tt4971144,1,12
tt4981118,tt4971144,1,10
tt4981120,tt4971144,1,7
tt4981122,tt4971144,1,9
tt4981124,tt4971144,1,8
tt4981126,tt4971144,1,13
tt4981296,tt1378167,7,2
tt4981298,tt1378167,7,6
tt4981300,tt1378167,7,4
tt4981302,tt1378167,7,7
tt4981304,tt1378167,7,9
tt4981310,tt4422836,1,2
tt4981316,tt4422836,1,3
tt4981318,tt4422836,1,4
tt4981390,tt1442462,7,5
tt4981468,tt4976512,1,2
tt4981470,tt4976512,1,1
tt4981474,tt4976512,1,3
tt4981476,tt4976512,1,5
tt4981480,tt4976512,1,4
tt4981488,tt4976512,1,6
tt4981514,tt1830617,5,6
tt4981632,tt4574736,1,9
tt4981958,tt4214012,1,2
tt4982080,tt2372162,4,7
tt4982674,tt0806910,1,978
tt4982694,tt3230454,2,2
tt4982780,tt4742876,1,5
tt4984876,tt2402207,3,3
tt4985798,tt3609352,2,7
tt4985978,tt2137109,4,1
tt4986648,tt1600194,6,6
tt4986940,tt2261391,4,2
tt4990254,tt4481322,1,4
tt4991088,tt0460627,11,3
tt4991616,tt4159076,2,1
tt4991740,tt4364202,1,2
tt4994924,tt1442464,7,2
tt4994932,tt3551096,2,4
tt4995032,tt0452046,11,6
tt4995034,tt3560084,2,3
tt4995066,tt0452046,11,7
tt4995106,tt4364202,1,11
tt4995126,tt0898266,9,4
tt4995242,tt0988824,1,431
tt4995260,tt0988824,1,434
tt4995300,tt0988824,1,435
tt4995304,tt0988824,1,430
tt4995324,tt0988824,1,433
tt4995482,tt0044298,,
tt4995698,tt2712740,3,3
tt4995876,tt0460681,11,4
tt4996382,tt4816626,1,13
tt4997704,tt1981558,5,9
tt4997728,tt0115355,19,1
tt4997740,tt0115355,19,2
tt4997746,tt0115355,19,7
tt4997752,tt0115355,19,8
tt4998142,tt1710308,7,5
tt4998144,tt4094300,1,3
tt4998148,tt1710308,7,6
tt4998158,tt4973548,1,4
tt4998690,tt2712612,3,2
tt4998698,tt2712612,3,4
tt4998722,tt2712612,3,11
tt4998726,tt2712612,3,13
tt4998904,tt3566726,2,2
tt4999204,tt2654620,3,7
tt4999208,tt2654620,3,1
tt4999210,tt2654620,3,8
tt4999212,tt2654620,3,3
tt4999216,tt2654620,3,5
tt4999218,tt2654620,3,9
tt4999220,tt2654620,3,6
tt4999226,tt2654620,3,2
tt4999228,tt2654620,3,4
tt4999266,tt4839610,1,12
tt5000088,tt0988824,1,432
tt5000962,tt2771780,3,6
tt5001278,tt4731072,1,15
tt5001294,tt4731072,1,16
tt5001296,tt4731072,1,17
tt5001302,tt4731072,1,18
tt5001304,tt4731072,1,19
tt5001312,tt4731072,1,20
tt5001318,tt4731072,1,21
tt5001322,tt4731072,1,22
tt5001492,tt1942683,4,9
tt5001840,tt3281796,3,10
tt5001934,tt4452630,1,5
tt5002648,tt1888075,5,5
tt5002680,tt1888075,5,6
tt5003004,tt2306299,4,4
tt5003016,tt2306299,4,5
tt5003022,tt2306299,4,6
tt5003028,tt2306299,4,7
tt5003030,tt2306299,4,8
tt5003032,tt2306299,4,9
tt5003034,tt2306299,4,10
tt5003486,tt4869896,1,3
tt5003496,tt4869896,1,4
tt5003750,tt3973820,1,3
tt5003978,tt4378456,1,10
tt5003980,tt4378456,1,4
tt5003982,tt4378456,1,5
tt5003984,tt4378456,1,11
tt5003996,tt4378456,1,6
tt5003998,tt4378456,1,3
tt5004000,tt4378456,1,2
tt5004004,tt4378456,1,7
tt5004006,tt4378456,1,8
tt5004010,tt4378456,1,9
tt5004672,tt4869896,1,5
tt5004692,tt4869896,1,6
tt5004700,tt4869896,1,7
tt5004834,tt4465472,1,9
tt5005522,tt4176370,1,2
tt5005726,tt3232262,1,36
tt5005756,tt3232262,1,38
tt5005762,tt3232262,1,39
tt5005780,tt3232262,1,40
tt5005792,tt3232262,1,41
tt5005802,tt3232262,1,42
tt5005808,tt3232262,1,43
tt5005818,tt3232262,1,45
tt5005820,tt3232262,1,44
tt5005824,tt3232262,1,46
tt5006362,tt3816666,2,9
tt5006950,tt4370528,1,4
tt5006952,tt4370528,1,5
tt5006954,tt4370528,1,7
tt5006956,tt4370528,1,10
tt5007726,tt1710308,7,7
tt5007752,tt0806910,1,1011
tt5008262,tt2710394,3,8
tt5008268,tt3609352,2,11
tt5008330,tt4869896,1,8
tt5008370,tt4869896,1,9
tt5008594,tt0388629,1,709
tt5009064,tt3973820,1,4
tt5009086,tt3281796,3,2
tt5009596,tt0364845,13,5
tt5011866,tt4869896,1,10
tt5011940,tt3952222,2,1
tt5011946,tt2707408,2,1
tt5012394,tt15074312,1,1
tt5012452,tt0397306,11,16
tt5012488,tt4465472,1,6
tt5012554,tt0806910,1,972
tt5012590,tt3501584,2,3
tt5012814,tt1942683,4,10
tt5012862,tt0408381,7,4
tt5013834,tt3187578,2,5
tt5014314,tt4651824,1,2
tt5014432,tt4370528,1,6
tt5014862,tt0988824,1,436
tt5015108,tt2741602,3,4
tt5015128,tt1091909,9,9
tt5015180,tt4903242,1,10
tt5015234,tt4651824,1,3
tt5015236,tt4651824,1,5
tt5015238,tt4651824,1,7
tt5015240,tt4651824,1,10
tt5015242,tt4651824,1,4
tt5015244,tt4651824,1,6
tt5015246,tt4651824,1,11
tt5015248,tt4651824,1,8
tt5015250,tt4651824,1,9
tt5015252,tt4651824,1,13
tt5015258,tt4651824,1,12
tt5015956,tt1442437,7,4
tt5016956,tt0206501,42,13
tt5016966,tt0206501,42,15
tt5017060,tt15074312,1,2
tt5017202,tt4644488,1,10
tt5017204,tt4644488,1,11
tt5017206,tt4644488,1,12
tt5017208,tt4644488,1,13
tt5017272,tt3823996,1,1
tt5017308,tt2712740,3,4
tt5017672,tt3973820,1,6
tt5017734,tt1898069,1,1
tt5017740,tt1898069,1,8
tt5017840,tt1942683,4,7
tt5017986,tt3107288,2,12
tt5018154,tt3566726,2,4
tt5018216,tt4877736,1,1
tt5019538,tt2741602,3,5
tt5020110,tt0436992,,
tt5020342,tt1595859,6,5
tt5020356,tt4973548,1,1
tt5020364,tt2771780,3,7
tt5020464,tt4917066,1,9
tt5020472,tt3973820,1,5
tt5020474,tt3973820,1,7
tt5020476,tt3973820,1,8
tt5020482,tt4917066,1,10
tt5020494,tt3973820,1,9
tt5020508,tt4695530,1,1
tt5020552,tt3516878,2,3
tt5020728,tt0081834,1,3
tt5020934,tt4384086,1,2
tt5021082,tt1981558,5,11
tt5021128,tt0388629,1,710
tt5021132,tt0388629,1,711
tt5021134,tt0388629,1,712
tt5021244,tt4477976,1,3
tt5021254,tt4477976,1,2
tt5021284,tt4424726,1,3
tt5021510,tt4655480,1,1
tt5022282,tt3061046,2,15
tt5022436,tt3281796,3,4
tt5022450,tt4567314,2,1
tt5023656,tt3293184,1,38
tt5023706,tt3566726,2,3
tt5023724,tt1595859,6,2
tt5023896,tt1219024,8,5
tt5024698,tt0417373,6,1
tt5024708,tt2103085,2,1
tt5024738,tt2402207,3,1
tt5024784,tt0806910,1,971
tt5025236,tt3609352,2,8
tt5025272,tt1856010,4,7
tt5025560,tt4364202,1,7
tt5025986,tt2805096,3,5
tt5026512,tt4370528,1,2
tt5026604,tt1600194,6,5
tt5026910,tt2188671,4,4
tt5027314,tt3305096,2,4
tt5027380,tt0898266,9,5
tt5027504,tt0436992,,
tt5027514,tt4229954,1,4
tt5027956,tt0452046,11,8
tt5028060,tt0364782,15,1
tt5028206,tt3107288,2,13
tt5028552,tt3315386,1,4
tt5028604,tt2710394,3,6
tt5028698,tt0094416,27,8
tt5028902,tt3560060,2,5
tt5028904,tt3315386,1,3
tt5029144,tt3514324,2,7
tt5029174,tt4731072,1,23
tt5029182,tt4731072,1,24
tt5030014,tt2741602,3,6
tt5030030,tt3216608,1,3
tt5030034,tt3216608,1,2
tt5030042,tt3216608,1,4
tt5030050,tt3216608,1,5
tt5030168,tt4719744,1,1
tt5030172,tt3551096,2,5
tt5030300,tt1219024,8,7
tt5030802,tt2712740,3,8
tt5031230,tt4421578,1,3
tt5031232,tt2431438,2,1
tt5031240,tt4421578,1,4
tt5031552,tt4176370,1,5
